ts,cex,dex
1785340440,118.44,117.97353236322786
1785341040,117.55,117.97287258538081
1785341160,117.1,117.9960893429354
1785348360,121.62,119.48680571310857
1785348600,121.63,119.54117746880648
1785348660,121.37,119.54117746880648
1785348720,121.38,119.56261519151644
1785348780,121.77,119.53565325603452
1785350400,121.19,119.33905897029726
1785350580,122.86,119.69488604260792
1785350640,121.85,119.64992875882045
1785350760,122.2,119.64850808562593
1785350820,123.47,119.64941787851028
1785350940,122.83,119.65128233930898
1785351240,124.4,119.97306066695499
1785351480,124.48,120.05151976383601
1785353880,119.75,118.63123691508834
1785353940,119.16,118.59702275449003
1785354000,118.9,118.51237829449299
1785354060,118.61,118.51307611219448
1785354300,118.07,118.45929557502984
1785354660,117.86,117.96184253913218
1785354720,118.06,117.85335024616997
1785354840,117.85,117.70481663317946
1785354900,117.46,117.69553419906332
1785355080,117.16,117.73289645169206
1785355140,116.78,117.72465657909252
1785355200,116.71,117.4887389731778
1785355260,116.53,117.51483490560493
1785355320,116.01,117.1791523264675
1785355380,116.0,117.17429553714513
1785355440,115.48,117.2058489032925
1785355500,114.73,117.20919241126576
1785355800,116.18,117.2013490094094
1785355980,115.83,117.45063560822578
1785356820,115.59,117.67546214186837
1785357600,114.93,117.80720762351658
1785357720,114.26,117.84034903678965
1785358980,114.6,117.3617477762008
1785361140,114.59,118.39967733297453
1785361200,114.49,118.4070993111963
1785361260,114.48,117.44966059098599
1785361320,114.3,117.29289246281701
1785361740,114.25,117.07945296419744
1785362760,115.21,117.64808739297006
1785376020,118.71,118.58791755624614
1785398940,116.4,117.57958265657875
